SR,AuthorID,Affiliation,Country
"HÅKANSSON H, 1989, SCAND J MANAG",NAME:HÅKAN_HÅKANSSON,"UPPSALA UNIVERSITY, SE",SWEDEN
"ANDERSON J, 1994, J MARKETING",NAME:HÅKAN_HÅKANSSON,"INTERNATIONAL BUSINESS SCHOOL, HU",HUNGARY
"HÅKANSSON H, 2002, J BUS RES",NAME:HÅKAN_HÅKANSSON,"BI NORWEGIAN BUSINESS SCHOOL, NO",NORWAY
"CHEN M, 2020",ORCID:0000-0003-0484-7105,NO AFFILIATION,NO COUNTRY
"HILMI M, 2020",ORCID:0000-0003-4154-2538,NO AFFILIATION,NO COUNTRY
"KASSEM S, 2012, INT J IND SYST ENG",ORCID:0000-0003-0067-5887,"CONCORDIA UNIVERSITY, CA",CANADA
"CHEN M, 2014, STRATEG MANAGE J",ORCID:0000-0003-4154-2538,NO AFFILIATION,NO COUNTRY
"CHEN M, 2009, INT J ENTREP BEHAV RES",ORCID:0000-0002-6471-8244,"NATIONAL CHUNG HSING UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"ASTUTI R, 2018",NAME:AFIFF_ADI_ZAKARIA,"MANAGEMENT DEPARTMENT, FACULTY OF ECONOMICS AND BUSINESS, KAMPUS UI, UNIVERSITAS INDONESIA, DEPOK, 16424, INDONESIA",INDONESIA
"ASTUTI R, 2018",NAME:AFIFF_ADI_ZAKARIA,NO AFFILIATION,NO COUNTRY
"KELLERMANNS F, 2014, J SMALL BUS MANAGE",ORCID:0000-0002-9844-1263,"GEORGE WASHINGTON UNIVERSITY, US",UNITED STATES OF AMERICA
"KELLERMANNS F, 2014, J SMALL BUS MANAGE",ORCID:0000-0002-1851-3512,"UNIVERSITY OF TENNESSEE AT KNOXVILLE, US",UNITED STATES OF AMERICA
"KELLERMANNS F, 2014, J SMALL BUS MANAGE",ORCID:0000-0003-1828-4294,"BSH HOME APPLIANCES (UNITED STATES), US",UNITED STATES OF AMERICA
"BODLAJ M, 2018, J SMALL BUS MANAGE",ORCID:0000-0002-6097-0901,NO AFFILIATION,NO COUNTRY
"BODLAJ M, 2018, J SMALL BUS MANAGE",ORCID:0000-0003-0005-7288,NO AFFILIATION,NO COUNTRY
"MCCORMICK B, 2018, J OCCUP ORGAN PSYCH",NAME:GREG_L_STEWART,"UNIVERSITY OF IOWA, US",UNITED STATES OF AMERICA
"CLARK K, 2018, J INT MANAG",ORCID:0009-0008-9948-4178,"SAINT MARY'S COLLEGE OF CALIFORNIA, US",UNITED STATES OF AMERICA
"CLARK K, 2018, J INT MANAG",NAME:INDU_RAMACHANDRAN,"TEXAS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"ELLIS D, 1990, INT J INF MANAGE",ORCID:0000-0001-6438-4021,"UNIVERSITY OF SHEFFIELD, GB",UNITED KINGDOM
"SUNDURAMURTHY C, 2016, J WORLD BUS",ORCID:0000-0003-4077-3553,"SAN DIEGO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"ZHENG C, 2019",ORCID:0000-0003-4077-3553,"SAN DIEGO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"ZAHRA S, 2017, J INT ENTREP",ORCID:0000-0003-4077-3553,"SAN DIEGO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"DAHLHAMER J, 1998, SOCIOL SPECTR",NAME:KATHLEEN_J_TIERNEY,"UNIVERSITY OF DELAWARE, US",UNITED STATES OF AMERICA
"WEBB G, 2002",NAME:KATHLEEN_J_TIERNEY,"UNIVERSITY OF COLORADO BOULDER, US",UNITED STATES OF AMERICA
"WEBB G, 2000, NAT HAZARD REV",NAME:KATHLEEN_J_TIERNEY,"UNIVERSITY OF DELAWARE, US",UNITED STATES OF AMERICA
"SHI L, 2019, J BUS RES",NAME:ANGELA_K_MILES,"NORTH CAROLINA CENTRAL UNIVERSITY, US",UNITED STATES OF AMERICA
"MURPHY G, 1996, J BUS RES",NAME:JEFF_W_TRAILER,"UNIVERSITY OF HOUSTON, US",UNITED STATES OF AMERICA
"VARGO S, 2008, EUR MANAG J",ORCID:0000-0002-6846-5635,"IBM RESEARCH - ALMADEN, US",UNITED STATES OF AMERICA
"LAWRENCE P, 1967, ADM SCI Q",NAME:PAUL_R_LAWRENCE,NO AFFILIATION,NO COUNTRY
"ABDEL‐MAKSOUD A, 2005",ORCID:0000-0002-4367-7973,"UNIVERSITY OF THE WEST OF ENGLAND, GB",ENGLAND
"ANWAR M, 2021",ORCID:0000-0002-0942-8228,"WITTEN/HERDECKE UNIVERSITY, DE",GERMANY
"SAURA J, 2021, J SMALL BUS MANAGE",ORCID:0000-0003-3222-9101,"UNIVERSIDAD DE ALCALÁ, ES",SPAIN
"MARTÍNEZ J, 2022",ORCID:0000-0003-3222-9101,"UNIVERSITAT DE VALÈNCIA, ES",SPAIN
"SORIANO D, 2005, SERV IND J",ORCID:0000-0003-3222-9101,"UNIVERSITAT DE VALÈNCIA, ES",SPAIN
"SORIANO D, 2003",ORCID:0000-0003-3222-9101,"UNIVERSITAT DE VALÈNCIA, ES",SPAIN
"SORIANO D, 2009, J BUS RES",ORCID:0000-0003-3222-9101,"UNIVERSITAT DE VALÈNCIA, ES",SPAIN
"SAURA J, 2021, IND MARK MANAGE",ORCID:0000-0003-3222-9101,"UNIVERSIDAD DE ALCALÁ, ES",SPAIN
"RAY G, 2003, STRATEG MANAGE J",ORCID:0000-0001-8567-5952,"THE UNIVERSITY OF TEXAS AT AUSTIN, US",UNITED STATES OF AMERICA
"RAY G, 2003, STRATEG MANAGE J",NAME:WALEED_A_MUHANNA,"THE OHIO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"MCCORMICK B, 2018, J OCCUP ORGAN PSYCH",ORCID:0000-0002-1308-0551,"NORTHERN ILLINOIS UNIVERSITY, US",UNITED STATES OF AMERICA
"KREJCIE R, 1970, EDUC PSYCHOL MEAS",NAME:ROBERT_V_KREJCIE,"UNIVERSITY OF MINNESOTA, DULUTH, US",UNITED STATES OF AMERICA
"HENNIG‐THURAU T, 2010, J SERV RES-US",ORCID:0000-0001-7077-0172,"NORTHWESTERN UNIVERSITY, US",UNITED STATES OF AMERICA
"HENNIG‐THURAU T, 2010, J SERV RES-US",ORCID:0000-0002-2092-0133,NO AFFILIATION,NO COUNTRY
"HENNIG‐THURAU T, 2010, J SERV RES-US",NAME:LARA_LOBSCHAT,"UNIVERSITY OF COLOGNE, DE",GERMANY
"SHI L, 2019, J BUS RES",ORCID:0000-0001-5664-1462,"NORTH CAROLINA CENTRAL UNIVERSITY, US",UNITED STATES OF AMERICA
"CHANDLER G, 2009, J BUS VENTUR",NAME:TROY_V_MUMFORD,"COLORADO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"SIREGAR M, 2024",OA:A5110740998,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",ORCID:0000-0003-3887-9324,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",OA:A5110740998,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"SIREGAR M, 2024",ORCID:0000-0003-3887-9324,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"SIREGAR M, 2024",OA:A5109712144,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",ORCID:0000-0002-5553-1066,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",OA:A5109712144,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"SIREGAR M, 2024",ORCID:0000-0002-5553-1066,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"SIREGAR M, 2024",OA:A5016508310,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",NAME:PARAPAT_GULTOM,"UNIVERSITAS SUMATERA UTARA, INDONESIA",INDONESIA
"SIREGAR M, 2024",OA:A5016508310,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"SIREGAR M, 2024",NAME:PARAPAT_GULTOM,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"KUMAR K, 1998, J MANAGE",NAME:RAM_SUBRAMANIAN,"GRAND VALLEY STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"WILSON J, 2010, J ISLAM MARK",ORCID:0000-0003-4093-1160,"UNIVERSITY OF GREENWICH, GB",UNITED KINGDOM
"WILSON J, 2014",ORCID:0000-0003-4093-1160,NO AFFILIATION,NO COUNTRY
"WILSON J, 2011, J ISLAM MARK",ORCID:0000-0003-4093-1160,"UNIVERSITY OF GREENWICH, GB",UNITED KINGDOM
"MATARAZZO M, 2020, J BUS RES",ORCID:0000-0001-7208-1936,"UNIVERSITY OF GENOA, IT",ITALY
"MATARAZZO M, 2020, J BUS RES",ORCID:0000-0001-7110-9204,"UNIVERSITY OF GENOA, IT",ITALY
"WELCH C, 2010, J INT BUS STUD",ORCID:0000-0001-6821-8493,"UNIVERSITY OF TURKU, FI",FINLAND
"HAIR J, 2011, J ACAD MARKET SCI",NAME:JEANNETTE_A_MENA,"FLORIDA COLLEGE, US",UNITED STATES OF AMERICA
"HAIR J, 2017, J ACAD MARKET SCI",ORCID:0000-0002-5493-4664,"HAMBURG UNIVERSITY OF TECHNOLOGY, DE",GERMANY
"SARSTEDT M, 2016, J BUS RES",ORCID:0000-0002-5493-4664,"HAMBURG UNIVERSITY OF TECHNOLOGY, DE",GERMANY
"SHARMA P, 2019",ORCID:0000-0002-5493-4664,NO AFFILIATION,NO COUNTRY
"CADOGAN J, 2003, INT MARK REV",ORCID:0000-0001-7564-7800,"MANCHESTER SCHOOL OF ARCHITECTURE, GB",UNITED KINGDOM
"JAYACHANDRAN S, 2005, J MARKETING",NAME:PETER_A_KAUFMAN,"ILLINOIS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"JAYACHANDRAN S, 2005, J MARKETING",NAME:PUSHKALA_RAMAN,"TEXAS WOMAN'S UNIVERSITY, US",UNITED STATES OF AMERICA
"ZHOU L, 2009, J INT BUS STUD",ORCID:0000-0002-9018-1604,"UNIVERSITY OF SHEFFIELD, GB",UNITED KINGDOM
"YU Q, 2022, EUR J MARK",ORCID:0000-0002-9018-1604,"UNIVERSITY OF HONG KONG, HK",HONG KONG
"ZHOU L, 2012, J INT MARKETING",ORCID:0000-0002-9018-1604,NO AFFILIATION,NO COUNTRY
"KREJCIE R, 1970, EDUC PSYCHOL MEAS",NAME:DARYLE_W_MORGAN,"MITCHELL INSTITUTE, US",UNITED STATES OF AMERICA
"ACHROL R, 1999, J MARKETING",NAME:RAVI_S_ACHROL,"GEORGE WASHINGTON UNIVERSITY, US",UNITED STATES OF AMERICA
"ACHROL R, 1991, J MARKETING",NAME:RAVI_S_ACHROL,"UNIVERSITY OF NOTRE DAME, US",UNITED STATES OF AMERICA
"ACHROL R, 2011, J ACAD MARKET SCI",NAME:RAVI_S_ACHROL,"GEORGE WASHINGTON UNIVERSITY, US",UNITED STATES OF AMERICA
"MERRILEES B, 2006",ORCID:0000-0001-9297-1987,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"MERRILEES B, 2001",ORCID:0000-0001-9297-1987,NO AFFILIATION,NO COUNTRY
"MERRILEES B, 2007",ORCID:0000-0001-9297-1987,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"WONG H, 2005",ORCID:0000-0001-9297-1987,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"MOWLE J, 2005",ORCID:0000-0001-9297-1987,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"MERRILEES B, 2010, IND MARK MANAGE",ORCID:0000-0001-9297-1987,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"JICK T, 1979, ADM SCI Q",NAME:TODD_D_JICK,NO AFFILIATION,NO COUNTRY
"MATARAZZO M, 2020, J BUS RES",ORCID:0000-0002-6591-6525,"MARCONI UNIVERSITY, IT",ITALY
"BENTLER P, 1980, PSYCHOL BULL",NAME:DOUGLAS_G_BONETT,NO AFFILIATION,NO COUNTRY
"MATARAZZO M, 2020, J BUS RES",ORCID:0000-0002-4867-6531,"ESCP BUSINESS SCHOOL, FR",FRANCE
"LONIAL S, 2013, J SMALL BUS MANAGE",NAME:ROBERT_E_CARTER,NO AFFILIATION,NO COUNTRY
"XIE X, 2016, J BUS RES",NAME:LIANGXIU_FANG,"SHANGHAI UNIVERSITY, CN",CHINA
"CHEN H, 2023, J RES MARK ENTREP",ORCID:0000-0002-2418-7688,"UNIVERSITY OF FLORIDA, US",UNITED STATES OF AMERICA
"ALAREENI B, 2022, J STRATEG MARK",ORCID:0000-0001-8578-2803,"AHLIA UNIVERSITY, BH",BAHRAIN
"HARRAF A, 2020",ORCID:0000-0001-8578-2803,"AHLIA UNIVERSITY, BH",BAHRAIN
"HAMDAN A, 2021",ORCID:0000-0001-8578-2803,"AHLIA UNIVERSITY, BH",BAHRAIN
"GRÉGOIRE D, 2010, J MANAGE STUD",ORCID:0000-0002-0209-5782,"GEORGIA STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"GRÉGOIRE D, 2019, SMALL BUS ECON",ORCID:0000-0002-0209-5782,"HEC MONTRÉAL, CA",CANADA
"GRÉGOIRE D, 2006",ORCID:0000-0002-0209-5782,"ÉCOLE DES HAUTES ÉTUDES COMMERCIALES, DZ",ALGERIA
"GRÉGOIRE D, 2009, ORGAN SCI",ORCID:0000-0002-0209-5782,"GEORGIA STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"CARDON M, 2012, J BUS VENTUR",ORCID:0000-0002-0209-5782,"SYRACUSE UNIVERSITY, US",UNITED STATES OF AMERICA
"GRÉGOIRE D, 2015, INT J MANAG REV",ORCID:0000-0002-0209-5782,"HEC MONTRÉAL, CA",CANADA
"ZAHRA S, 2000, J BUS VENTUR",NAME:DENNIS_M_GARVIS,"WASHINGTON AND LEE UNIVERSITY, US",UNITED STATES OF AMERICA
"CADOGAN J, 2003, INT MARK REV",NAME:ERIK_KWOK_YEUNG_LI,"MANCHESTER SCHOOL OF ARCHITECTURE, GB",UNITED KINGDOM
"REYMEN I, 2015, STRATEG ENTREP J",ORCID:0000-0002-8654-0950,"EINDHOVEN UNIVERSITY OF TECHNOLOGY, NL",NETHERLANDS
"REYMEN I, 2015, STRATEG ENTREP J",ORCID:0000-0002-3334-2926,"VRIJE UNIVERSITEIT AMSTERDAM, NL",NETHERLANDS
"ZHANG Y, 2008, DISASTERS",NAME:CARLA_S_PRATER,NO AFFILIATION,NO COUNTRY
"PATEL P, 2021, IND MARK MANAGE",ORCID:0000-0003-2928-5399,"UNIVERSITY OF MISSISSIPPI, US",UNITED STATES OF AMERICA
"PATEL P, 2021, IND MARK MANAGE",ORCID:0000-0002-4342-2620,"UNIVERSITY OF LISBON, PT",PORTUGAL
"CHENG L, 2018, J GLOB INF MANAG",ORCID:0009-0003-2692-7728,"SOOCHOW UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"CHEN C, 2018, MANAG DECIS",ORCID:0000-0001-6030-8662,"NATIONAL PENGHU UNIVERSITY OF SCIENCE AND TECHNOLOGY, TW",TAIWAN (PROVINCE OF CHINA)
"TING S, 2007, J BUS IND MARK",ORCID:0000-0001-5096-2740,"NATIONAL CHENG KUNG UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"KIM M, 2015, SCIENTOMETRICS",ORCID:0000-0001-6030-8662,"DREXEL UNIVERSITY, US",UNITED STATES OF AMERICA
"CHEN C, 2014, J BUS RES",ORCID:0000-0002-0360-4817,"NATIONAL TAIWAN UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"GUO Y, 2024",ORCID:0000-0003-4149-5778,NO AFFILIATION,NO COUNTRY
"KWAK H, 2013",ORCID:0000-0001-6139-9033,"DREXEL UNIVERSITY, US",UNITED STATES OF AMERICA
"MAHDI A, 2024, INT J ENTREP BEHAV RES",OA:A5083828913,"TELFER SCHOOL OF MANAGEMENT, UNIVERSITY OF OTTAWA, OTTAWA, CANADA",CANADA
"MAHDI A, 2024, J RURAL STUD",OA:A5083828913,"TELFER SCHOOL OF MANAGEMENT, UNIVERSITY OF OTTAWA, CANADA",CANADA
"MAHDI A, 2024, J RURAL STUD",OA:A5083828913,"UNIVERSITY OF OTTAWA, CA",CANADA
"MAHDI A, 2024, INT J ENTREP BEHAV RES",OA:A5083828913,NO AFFILIATION,NO COUNTRY
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5042687010,"FACULTY OF EXCELLENT RESEARCH IN ART AND ENTREPRENEURSHIP, ART UNIVERSITY OF ISFAHAN, HAKIM NEZAMI, ISFAHAN, IRAN",INDIA
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:MOHAMAD_TAGHI_TOGHRAEE,"FACULTY OF EXCELLENT RESEARCH IN ART AND ENTREPRENEURSHIP, ART UNIVERSITY OF ISFAHAN, HAKIM NEZAMI, ISFAHAN, IRAN",INDIA
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5042687010,"ISFAHAN UNIVERSITY OF ART, IR",IRAN (ISLAMIC REPUBLIC OF)
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:MOHAMAD_TAGHI_TOGHRAEE,"ISFAHAN UNIVERSITY OF ART, IR",IRAN (ISLAMIC REPUBLIC OF)
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5051403653,"DEPARTMENT OF ENTREPRENEURSHIP, UNIVERSITY OF TEHRAN, AMIRABAD, FARSHI MOGHADAM, TEHRAN, IRAN",NO COUNTRY
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:MOHAMMAD_HASSAN_MOBARAKI,"DEPARTMENT OF ENTREPRENEURSHIP, UNIVERSITY OF TEHRAN, AMIRABAD, FARSHI MOGHADAM, TEHRAN, IRAN",NO COUNTRY
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5051403653,"UNIVERSITY OF TEHRAN, IR",IRAN (ISLAMIC REPUBLIC OF)
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:MOHAMMAD_HASSAN_MOBARAKI,"UNIVERSITY OF TEHRAN, IR",IRAN (ISLAMIC REPUBLIC OF)
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5113462916,"DEPARTMENT OF ENTREPRENEURSHIP, UNIVERSITY OF TEHRAN, AMIRABAD, FARSHI MOGHADAM, TEHRAN, IRAN",NO COUNTRY
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:JAHANGIR_YADOLLAHI_FARSI,"DEPARTMENT OF ENTREPRENEURSHIP, UNIVERSITY OF TEHRAN, AMIRABAD, FARSHI MOGHADAM, TEHRAN, IRAN",NO COUNTRY
"TOGHRAEE M, 2018, INT J MANAGE PRACT",OA:A5113462916,"UNIVERSITY OF TEHRAN, IR",IRAN (ISLAMIC REPUBLIC OF)
"TOGHRAEE M, 2018, INT J MANAGE PRACT",NAME:JAHANGIR_YADOLLAHI_FARSI,"UNIVERSITY OF TEHRAN, IR",IRAN (ISLAMIC REPUBLIC OF)
"KHURANA I, 2021",ORCID:0000-0002-8942-7806,"UNIVERSITY OF NEW HAMPSHIRE, US",UNITED STATES OF AMERICA
"BASCO R, 2019, J BUS RES",ORCID:0000-0002-0168-2272,"AMERICAN UNIVERSITY OF SHARJAH, AE",UNITED ARAB EMIRATES
"BASCO R, 2019, J BUS RES",ORCID:0000-0001-9626-0349,"EAE BUSINESS SCHOOL, ES",SPAIN
"PREACHER K, 2007, MULTIVAR BEHAV RES",ORCID:0000-0002-8329-1696,"THE OHIO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"HAYES A, 2015, MULTIVAR BEHAV RES",ORCID:0000-0002-8329-1696,"THE OHIO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"PREACHER K, 2008, BEHAV RES METHODS",ORCID:0000-0002-8329-1696,"THE OHIO STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"HUNT S, 2000, INT J MANAG REV",NAME:C_JAY_LAMBE,"TEXAS TECH UNIVERSITY, US",UNITED STATES OF AMERICA
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",OA:A5071972733,"IRG RESEARCH CENTER, UNIVERSITY OF PARIS EST, 94010 CRETEIL CEDEX, ROUTE DE CHOISY, FRANCE",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",ORCID:0000-0001-5473-4606,"IRG RESEARCH CENTER, UNIVERSITY OF PARIS EST, 94010 CRETEIL CEDEX, ROUTE DE CHOISY, FRANCE",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",OA:A5071972733,"PARIS-EST SUP, FR",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",ORCID:0000-0001-5473-4606,"PARIS-EST SUP, FR",FRANCE
"NECK H, 2010, J SMALL BUS MANAGE",NAME:HEIDI_M_NECK,"BABSON COLLEGE, US",UNITED STATES OF AMERICA
"ZAHEER S, 1995, ACAD MANAGE J",ORCID:0000-0002-8798-3489,"UNIVERSITY OF MINNESOTA SYSTEM, US",UNITED STATES OF AMERICA
"ZAHEER S, 2008, J INT BUS STUD",ORCID:0000-0002-8798-3489,"UNIVERSITY OF MINNESOTA, US",UNITED STATES OF AMERICA
"DYER J, 1998, ACAD MANAGE REV",ORCID:0000-0001-7610-9641,"UNIVERSITY OF PENNSYLVANIA, US",UNITED STATES OF AMERICA
"ÁCS Z, 2016, SMALL BUS ECON",ORCID:0000-0002-3815-7762,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"ÁCS Z, 2008, SMALL BUS ECON",ORCID:0000-0002-3815-7762,NO AFFILIATION,NO COUNTRY
"ÁCS Z, 2017, SMALL BUS ECON",ORCID:0000-0002-3815-7762,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"MCMULLEN J, 2007, SMALL BUS ECON",ORCID:0000-0002-3815-7762,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"LEE S, 2004, REG STUD",ORCID:0000-0002-3815-7762,"MAX PLANCK INSTITUTE FOR THE SCIENCE OF HUMAN HISTORY, DE",GERMANY
"ÁCS Z, 2013, SMALL BUS ECON",ORCID:0000-0002-3815-7762,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"KHURANA I, 2021",ORCID:0000-0002-1978-6379,"HAMPDEN–SYDNEY COLLEGE, US",UNITED STATES OF AMERICA
"JONES R, 2023, J MARK EDUC",OA:A5033747086,"LIVERPOOL JOHN MOORES UNIVERSITY, UNITED KINGDOM",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",ORCID:0000-0003-3355-2023,"LIVERPOOL JOHN MOORES UNIVERSITY, UNITED KINGDOM",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",OA:A5033747086,"LIVERPOOL JOHN MOORES UNIVERSITY, GB",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",ORCID:0000-0003-3355-2023,"LIVERPOOL JOHN MOORES UNIVERSITY, GB",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",OA:A5108518644,"LIVERPOOL JOHN MOORES UNIVERSITY, UNITED KINGDOM",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",NAME:EDITH_GRAHAM,"LIVERPOOL JOHN MOORES UNIVERSITY, UNITED KINGDOM",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",OA:A5108518644,"LIVERPOOL JOHN MOORES UNIVERSITY, GB",UNITED KINGDOM
"JONES R, 2023, J MARK EDUC",NAME:EDITH_GRAHAM,"LIVERPOOL JOHN MOORES UNIVERSITY, GB",UNITED KINGDOM
"WU L, 2016, J BUS RES",ORCID:0000-0001-7125-6669,"SUN YAT-SEN UNIVERSITY, CN",SENEGAL
"MALHOTRA N, 2015",ORCID:0000-0001-7125-6669,NO AFFILIATION,NO COUNTRY
"HUANG K, 2015, BRIT J MANAGE",ORCID:0000-0001-7125-6669,"ROYAL HOLLOWAY UNIVERSITY OF LONDON, GB",UNITED KINGDOM
"LIN Y, 2013, J BUS RES",ORCID:0000-0001-7125-6669,"NATIONAL CHENGCHI UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"WU L, 2009, J BUS RES",ORCID:0000-0001-7125-6669,"NATIONAL CHENGCHI UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"WU L, 2010, TOTAL QUAL MANAG BUS",ORCID:0000-0001-7125-6669,"XAVIER UNIVERSITY, US",UNITED STATES OF AMERICA
"MURPHY G, 2004, NEW ENGL J ENTREP",NAME:STEPHEN_K_CALLAWAY,"UNIVERSITY OF SOUTHERN INDIANA, US",UNITED STATES OF AMERICA
"JIANG X, 2018, J BUS RES",ORCID:0000-0002-1388-3469,"XI'AN JIAOTONG UNIVERSITY, CN",CHINA
"ABU-RUMMAN A, 2021, J INNOV ENTREPRENEURSHIP",ORCID:0000-0002-6388-6051,"AL-AHLIYYA AMMAN UNIVERSITY, JO",JORDAN
"ABU-RUMMAN A, 2021, J INNOV ENTREPRENEURSHIP",ORCID:0000-0003-1281-3052,"HASHEMITE UNIVERSITY, JO",JORDAN
"ABU-RUMMAN A, 2021, J INNOV ENTREPRENEURSHIP",ORCID:0000-0002-2172-8987,"HASHEMITE UNIVERSITY, JO",JORDAN
"PERRY J, 2011",NAME:JOHN_PERRY,"WICHITA STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"PERRY J, 2011",NAME:GERGANA_MARKOVA,"WICHITA STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"FELZENSZTEIN C, 2020, J STRATEG MARK",ORCID:0000-0001-6338-4281,"UNIVERSIDAD EAFIT, CO",COLOMBIA
"MCCANN J, 1984, ACAD MANAGE REV",ORCID:0000-0003-3482-5310,"UNIVERSITY OF FLORIDA, US",UNITED STATES OF AMERICA
"MCCANN J, 1984, ACAD MANAGE REV",ORCID:0000-0003-3482-5310,NO AFFILIATION,NO COUNTRY
"MCCANN J, 1984, ACAD MANAGE REV",NAME:JOHN_W_SELSKY,"SAINT JOSEPH'S UNIVERSITY, US",UNITED STATES OF AMERICA
"MCCANN J, 1984, ACAD MANAGE REV",NAME:JOHN_W_SELSKY,NO AFFILIATION,NO COUNTRY
"LEE J, 2016, J BUS RES",ORCID:0000-0001-7807-2838,"VIRGINIA TECH, US",UNITED STATES OF AMERICA
"LEE J, 2016, J BUS RES",ORCID:0000-0001-5365-0582,"VIRGINIA TECH, US",UNITED STATES OF AMERICA
"GARDNER D, 2000, EUR J MARK",ORCID:0000-0003-3832-3326,"UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN, US",UNITED STATES OF AMERICA
"GARDNER D, 1990",ORCID:0000-0003-3832-3326,NO AFFILIATION,NO COUNTRY
"HILLS G, 1990, J MARKETING",ORCID:0000-0003-3832-3326,NO AFFILIATION,NO COUNTRY
"REYMEN I, 2015, STRATEG ENTREP J",ORCID:0000-0003-4514-6057,"ASTON UNIVERSITY, GB",UNITED KINGDOM
"KWAK H, 2013",NAME:ANUPAM_JAJU,"GEORGE MASON UNIVERSITY, US",UNITED STATES OF AMERICA
"KWAK H, 2013",NAME:MARINA_PUZAKOVA,"OREGON STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"KWAK H, 2013",NAME:JOSEPH_F_ROCERETO,"MONMOUTH UNIVERSITY, US",UNITED STATES OF AMERICA
"MORENO A, 2008",ORCID:0000-0002-7872-1786,"HERMAN MILLER (UNITED STATES), US",UNITED STATES OF AMERICA
"SHMUELI G, 2019, EUR J MARK",ORCID:0000-0002-0820-0301,"NATIONAL TSING HUA UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
